drift_event_id,is_anomaly,anomaly_type,gt_severity,gt_explanation
DRF00204,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00470,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-82 — exposure risk.
DRF00019,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00303,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00150,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 45 days.
DRF00111,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00135,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-30 — exposure risk.
DRF00106,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 44 days.
DRF00085,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 44 days.
DRF00282,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-56 — exposure risk.
DRF00463,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 43 days.
DRF00425,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00361,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00226,True,PROTECTION_DISABLED,High,Endpoint control disabled vs baseline and unresolved.
DRF00278,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00128,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00421,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 41 days.
DRF00368,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00040,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00455,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 40 days.
DRF00247,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-19 — monitoring blind spot.
DRF00420,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00422,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-98 — attack surface increased.
DRF00402,True,STALE_TEMPORARY,Medium,'Emergency Fix' change unresolved for 39 days.
DRF00234,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-85 — monitoring blind spot.
DRF00185,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00281,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-20 — attack surface increased.
DRF00193,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-28 — exposure risk.
DRF00338,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00190,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-84 — exposure risk.
DRF00037,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00051,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00084,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-62 — attack surface increased.
DRF00475,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-48 — attack surface increased.
DRF00256,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00290,True,STALE_TEMPORARY,Medium,'Troubleshooting' change unresolved for 37 days.
DRF00196,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-35 — attack surface increased.
DRF00446,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00199,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-8 — exposure risk.
DRF00227,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00113,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00215,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00253,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-77 — attack surface increased.
DRF00108,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00036,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-61 — exposure risk.
DRF00142,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00298,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00123,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-2 — attack surface increased.
DRF00498,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00229,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-90 — attack surface increased.
DRF00435,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00306,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-89 — attack surface increased.
DRF00438,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00001,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-89 — attack surface increased.
DRF00333,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00020,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00021,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-48 — attack surface increased.
DRF00017,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00012,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00276,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00314,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00093,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00138,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00015,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00468,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00061,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00454,True,PROTECTION_DISABLED,High,DLP control disabled vs baseline and unresolved.
DRF00132,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-5 — monitoring blind spot.
DRF00068,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-93 — attack surface increased.
DRF00265,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00069,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00264,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00097,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00350,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00450,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00009,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00220,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00189,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00401,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00459,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00112,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00317,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00249,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00223,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00060,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00413,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00388,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00030,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00062,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00076,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00210,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-86 — exposure risk.
DRF00155,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-54 — attack surface increased.
DRF00263,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00050,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00109,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00134,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-55 — exposure risk.
DRF00213,True,PROTECTION_DISABLED,High,Cloud_Security control disabled vs baseline and unresolved.
DRF00477,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00041,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00168,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00409,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-70 — exposure risk.
DRF00331,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00364,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00349,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-18 — exposure risk.
DRF00312,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00165,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00099,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00480,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00377,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00392,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00416,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00442,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00381,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-29 — exposure risk.
DRF00026,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00279,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00208,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00018,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-28 — attack surface increased.
DRF00002,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-18 — monitoring blind spot.
DRF00428,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-80 — attack surface increased.
DRF00481,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00143,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00038,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00366,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00048,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-42 — exposure risk.
DRF00198,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00484,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00310,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00114,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00385,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-38 — attack surface increased.
DRF00167,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00183,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-51 — monitoring blind spot.
DRF00087,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00179,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00211,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00232,True,PROTECTION_DISABLED,High,DLP control disabled vs baseline and unresolved.
DRF00187,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00397,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00171,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00323,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-13 — exposure risk.
DRF00118,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00313,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00419,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-25 — attack surface increased.
DRF00082,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-17 — attack surface increased.
DRF00496,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00255,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00066,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00296,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-93 — exposure risk.
DRF00116,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-47 — attack surface increased.
DRF00396,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00293,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00260,True,PROTECTION_DISABLED,High,Endpoint control disabled vs baseline and unresolved.
DRF00335,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00491,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-88 — monitoring blind spot.
DRF00363,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00372,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-51 — attack surface increased.
DRF00486,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00133,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-98 — monitoring blind spot.
DRF00319,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00148,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00081,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00424,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00399,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-29 — attack surface increased.
DRF00039,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00071,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-54 — exposure risk.
DRF00295,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00487,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00121,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00127,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00300,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00352,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-51 — attack surface increased.
DRF00162,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00488,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00289,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00206,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00156,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00240,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00214,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-13 — monitoring blind spot.
DRF00394,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00378,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00447,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-59 — exposure risk.
DRF00308,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-35 — exposure risk.
DRF00235,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-50 — exposure risk.
DRF00035,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00089,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-73 — monitoring blind spot.
DRF00092,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00275,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-75 — exposure risk.
DRF00079,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-59 — attack surface increased.
DRF00029,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00169,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00181,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00405,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00369,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-73 — monitoring blind spot.
DRF00348,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00194,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-64 — exposure risk.
DRF00479,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00077,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00270,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-57 — attack surface increased.
DRF00173,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00478,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-69 — attack surface increased.
DRF00225,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00329,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-40 — attack surface increased.
DRF00136,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-25 — exposure risk.
DRF00230,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00287,True,PROTECTION_DISABLED,High,Endpoint control disabled vs baseline and unresolved.
DRF00025,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00269,True,PROTECTION_DISABLED,High,Vulnerability control disabled vs baseline and unresolved.
DRF00367,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00125,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00417,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00426,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00224,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00357,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00137,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00274,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00205,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-73 — attack surface increased.
DRF00096,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00414,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-88 — attack surface increased.
DRF00272,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00362,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00384,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00163,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-32 — attack surface increased.
DRF00107,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-94 — exposure risk.
DRF00448,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-59 — exposure risk.
DRF00243,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00047,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00380,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00104,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-73 — attack surface increased.
DRF00373,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-87 — exposure risk.
DRF00266,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00250,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00457,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-70 — exposure risk.
DRF00241,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00452,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00006,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-41 — attack surface increased.
DRF00258,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00456,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-42 — monitoring blind spot.
DRF00200,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00465,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00259,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00008,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00074,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00233,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-49 — attack surface increased.
DRF00083,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00315,True,PROTECTION_DISABLED,High,Cloud_Security control disabled vs baseline and unresolved.
DRF00432,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00176,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00010,True,ENCRYPTION_WEAKENED,Critical,Data protection weakened on Control-9 — exposure risk.
DRF00353,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00172,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00267,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-55 — monitoring blind spot.
DRF00007,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-90 — attack surface increased.
DRF00011,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-56 — attack surface increased.
DRF00302,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00326,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00495,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00056,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00072,True,LOGGING_DISABLED,Critical,Audit logging weakened on Control-69 — monitoring blind spot.
DRF00101,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-11 — attack surface increased.
DRF00445,True,PROTECTION_DISABLED,High,DLP control disabled vs baseline and unresolved.
DRF00238,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00375,False,BENIGN,None,Routine approved change consistent with baseline.
DRF00434,True,ACCESS_BROADENED,High,Boundary/auth control weakened on Control-59 — attack surface increased.
